id	text	title
182	exif small command-line utility show change EXIF information JPEG files . digital cameras produce EXIF files , JPEG files extra tags contain information image . exif command-line utility allows read EXIF information write EXIF information files . exif internally uses libexif library . input file given command line acted upon turn , using options given . Execution aborted immediately one	exif
183	xvfb-run wrapper Xvfb ( 1x ) command simplifies task running commands ( typically X client , script containing list clients run ) within virtual X server environment . xvfb-run sets X authority file ( uses existing user-specified one ) , writes cookie ( see xauth ( 1x ) ) starts Xvfb X server background process . process ID Xvfb stored	xvfb-run
184	cal displays simple calendar . arguments specified , current month displayed . month may specified number ( 1-12 ) , month name abbreviated month name according current locales . Two different calendar systems used , Gregorian Julian . nearly identical systems Gregorian making small adjustment frequency leap years ; facilitates improved synchronization solar events like equinoxes . Gregorian calendar reform	ncal
185	w displays information users currently machine , processes . header shows , order , current time , long system running , many users currently logged , system load averages past 1 , 5 , 15 minutes . following entries displayed user : login name , tty name , remote host , login time , idle time , JCPU , PCPU	w
186	runuser used run commands substitute user group ID . option -u given , runuser falls back su-compatible semantics shell executed . difference commands runuser su runuser ask password ( may executed root user ) uses different PAM configuration . command runuser installed set-user-ID permissions . PAM session required , recommended solution use setpriv ( 1 ) command . called without	runuser
187	PHAR file format provides way put entire PHP applications single file called `` phar '' ( PHP Archive ) easy distribution installation . phar command create , update extract PHP archives . Commands : add compress delete extract help help-list info list meta-del meta-get meta-set pack sign stub-get stub-set tree version	phar
188	FreeBSD Ports Collection offers simple way compile install third party applications . also used build packages , installed using pkg ( 8 ) . ports tree , typically located /usr/ports , consists subdirectories , one category ; turn contain individual ports . port directory metadata patches necessary make original application source code compile run FreeBSD . Compiling application simple typing	ports
189	Copy SOURCE DEST , multiple SOURCE ( ) DIRECTORY . Mandatory arguments long options mandatory short options . -a , -- archive -dR -- preserve=all -- attributes-only n't copy file data , attributes -- backup [ =CONTROL ] make backup existing destination file -b like -- backup accept argument -- copy-contents copy contents special files recursive -d -- no-dereference --	cp
190	efibootmgr userspace application used modify UEFI Boot Manager . application create destroy boot entries , change boot order , change next running boot option , . Details UEFI Boot Manager available UEFI Specification , v1.02 later , available : http : //www.uefi.org Note : efibootmgr requires kernel support access EFI non-volatile variables /sys/firmware/efi/vars /sys/firmware/efi/efivars/ .	efibootmgr
191	lsblk lists information available specified block devices . lsblk command reads sysfs filesystem udev db gather information . udev db available lsblk compiled without udev support , tries read LABELs , UUIDs filesystem types block device . case root permissions necessary . default , command prints block devices ( except RAM disks ) tree-like format . device repeated tree relates	lsblk
192	tic command translates terminfo file source format compiled format . compiled format necessary use library routines ncurses ( 3NCURSES ) . described term ( 5 ) , database may either directory tree ( one file per terminal entry ) hashed database ( one record per entry ) . tic command writes one type entry , depending built : • directory	tic
193	apt-key used manage list keys used apt authenticate packages . Packages authenticated using keys considered trusted . Use apt-key deprecated , except use apt-key del maintainer scripts remove existing keys main keyring . usage apt-key desired additional installation GNU Privacy Guard suite ( packaged gnupg ) required . apt-key ( 8 ) last available Debian 12 Ubuntu 23.10 .	apt-key
194	fakeroot runs command environment wherein appears root privileges file manipulation . useful allowing users create archives ( tar , ar , .deb etc . ) files root permissions/ownership . Without fakeroot one would need root privileges create constituent files archives correct permissions ownership , pack , one would construct archives directly , without using archiver . fakeroot works replacing file	fakeroot
195	lsusb utility displaying information USB buses system devices connected . uses udev 's hardware database associate full human-readable name vendor ID product ID .	lsusb
196	run-mailcap ( aliases ) use given action process mime-type/file turn . file specified mime-type , encoding ( e.g . compression ) , filename together , separated colons . mime-type omitted , attempt determine type made trying match file 's extension mime.types files . mime-type found , last attempt done running file command , available . encoding omitted , also determined	see
197	netselect determines several facts hosts given command line , much faster would manually tried use ping traceroute . host , netselect figures approximate ping time ( though accurately ping ) , number network `` hops '' reach target , percentage ping requests got successfully . netselect calculates `` score '' operational host based values . lower score better , end	netselect
198	command reserved superuser . submit mail , use Postfix sendmail ( 1 ) command . postfix ( 1 ) command controls operation Postfix mail system : start stop master ( 8 ) daemon , health check , maintenance . default , postfix ( 1 ) command sets standardized environment runs postfix-script shell script actual work . However , support multiple	postfix
199	cryptsetup used conveniently setup dm-crypt managed device-mapper mappings . include plain dm-crypt volumes LUKS volumes . difference LUKS uses metadata header hence offer features plain dm-crypt . hand , header visible vulnerable damage . addition , cryptsetup provides limited support use loop-AES volumes , TrueCrypt , VeraCrypt , BitLocker FileVault2 compatible volumes . information specific cryptsetup action see cryptsetup- &	cryptsetup
200	uvcdynctrl 0.2.3 Manage dynamic controls uvcvideo -h , -- help Print full help exit -V , -- version Print version exit -l , -- list List available cameras -i , -- import=filename Import dynamic controls XML file -a , -- addctrl=vid Import dynamic controls vid default loca	uvcdynctrl
201	pkgconf program helps configure compiler linker flags development libraries . allows build systems detect dependencies use system toolchain .	pkg-config
202	kexec system call enables load boot another kernel currently running kernel . kexec performs function boot loader within kernel . primary difference standard system boot kexec boot hardware initialization normally performed BIOS firmware ( depending architecture ) performed kexec boot . effect reducing time required reboot . Make sure selected CONFIG_KEXEC=y configuring kernel . CONFIG_KEXEC option enables kexec system call	kexec
203	TARGET must exactly one : -p , -- pid=N pid process -e , -- exe=FILE name executable program file -P , -- path=PATH absolute path name executable program file OPTIONS -b , -- background run cpulimit background , freeing terminal -f , -- foreground run cpulimit foreground waiting launched process finish -c , -- cpu specify number CPU cores available	cpulimit
204	rig tool assist troubleshooting seemingly randomly occurring events events occur times make active monitoring sysadmin difficult . rig sets-up detached processes , known 'rigs ' , watch given resource trigger condition , trigger condition met takes actions defined user .	rig
205	gpasswd command used administer /etc/group , /etc/gshadow . Every group administrators , members password . System administrators use -A option define group administrator ( ) -M option define members . rights group administrators members . gpasswd called group administrator group name prompts new password group . password set members still use newgrp ( 1 ) without password , non-members must	gpasswd
206	parted program manipulate disk partitions . supports multiple partition table formats , including MS-DOS GPT . useful creating space new operating systems , reorganising disk usage , copying data new hard disks . manual page documents parted briefly . Complete documentation distributed package GNU Info format .	parted
207	manual page documents briefly a2enmod a2dismod commands . a2enmod script enables specified module within apache2 configuration . creating symlinks within /etc/apache2/mods-enabled . Likewise , a2dismod disables module removing symlinks . error enable module already enabled , disable one already disabled . Note many modules , addition .load file , associated .conf file . Enabling module puts configuration directives .conf file	a2enmod
208	e2label display change volume label ext2 , ext3 , ext4 file system located device . optional argument volume-label present , e2label simply display current volume label . optional argument volume-label present , e2label set volume label volume-label . Ext2 volume labels 16 characters long ; volume-label longer 16 characters , e2label truncate print warning message . file systems support online	e2label
209	HLint tool suggesting possible improvements Haskell code . suggestions include ideas using alternative functions , simplifying code spotting redundancies .	hlint
210	sysctl used modify kernel parameters runtime . parameters available listed /proc/sys/ . Procfs required sysctl support Linux . use sysctl read write sysctl data .	sysctl
211	xdg-open opens file URL user 's preferred application . URL provided URL opened user 's preferred web browser . file provided file opened preferred application files type . xdg-open supports file , ftp , http https URLs . xdg-open use inside desktop session . recommended use xdg-open root .	xdg-open
212	e2freefrag used report free space fragmentation ext2/3/4 file systems . filesys file system device name ( e.g . /dev/hdc1 , /dev/md0 ) . e2freefrag program scan block bitmap information check many free blocks present contiguous aligned free space . percentage contiguous free blocks size alignment chunk_kb reported . also displays minimum/maximum/average free chunk size file system , along histogram free	e2freefrag
213	st simple terminal emulator .	st
214	rofi X11 pop-up window switcher , run dialog , dmenu replacement , . focuses fast use minimal distraction . supports keyboard mouse navigation , type filter , tokenized search .	rofi
215	Iwconfig similar ifconfig ( 8 ) , dedicated wireless interfaces . used set parameters network interface specific wireless operation ( example : frequency ) . Iwconfig may also used display parameters , wireless statistics ( extracted /proc/net/wireless ) . parameters statistics device dependent . driver provide depending hardware support , range values may change . Please refer man page device	iwconfig
216	po4a ( PO anything ) project goal ease translations ( interestingly , maintenance translations ) using gettext tools areas expected like documentation . `` po4a-gettextize '' script charge converting documentation files PO files . start new translation , `` po4a-gettextize '' extract translatable strings documentation file write POT file . already translated file , `` po4a-gettextize '' try extract translations	po4a-gettextize
217	Lynis security auditing tool Linux , macOS , systems based UNIX . tool checks system software configuration , see room improvement security defenses . details stored log file . Findings discovered data stored report file . used compare differences audits . Lynis run interactively cronjob . Root permissions ( e.g . sudo ) required , however provide details audit .	lynis
218	mountpoint checks whether given directory file mentioned /proc/self/mountinfo file .	mountpoint
219	GNU ddrescue data recovery tool . copies data one file block device ( hard disc , cdrom , etc ) another , trying rescue good parts first case read errors . Always use mapfile unless know wo n't need . Without mapfile , ddrescue ca n't resume rescue , reinitiate . careful specify mistake old mapfile unrelated rescue . NOTE	ddrescue
220	dmenu dynamic menu X , reads list newline-separated items stdin . user selects item presses Return , choice printed stdout dmenu terminates . Entering text narrow items matching tokens input . dmenu_run script used dwm ( 1 ) lists programs user 's $ PATH runs result $ SHELL .	dmenu
221	TShark network protocol analyzer . lets capture packet data live network , read packets previously saved capture file , either printing decoded form packets standard output writing packets file . TShark 's native capture file format pcapng format , also format used Wireshark various tools . Without options set , TShark work much like tcpdump . use pcap library capture	tshark
222	small tool prints cpufreq information helpful developers interested users .	cpufreq-info
223	flatpak-builder wrapper around flatpak build command automates building applications dependencies . one option use build applications . goal flatpak-builder push much knowledge build modules individual upstream projects . assuming modules adhere Build API specified https : //github.com/cgwalters/build-api . essentially means follows ./configure & amp ; & amp ; make & amp ; & amp ; make install scheme optional autogen	flatpak-builder
224	beep allows user control PC speaker precision , allowing different sounds indicate different events . beep run quite happily command line , beep 's intended use within shell/perl scripts , notifying user something interesting occurs . course , notion interesting , good notifying part . options default values , meaning typing 'beep ' work . option specified command line ,	beep
225	udevadm expects command command specific options . controls runtime behavior systemd-udevd , requests kernel events , manages event queue , provides simple debugging mechanisms .	udevadm
226	arecord command-line soundfile recorder ALSA soundcard driver . supports several file formats multiple soundcards multiple devices . recording interleaved mode samples file automatically split 2GB filesize . aplay much , plays instead recording . supported soundfile formats , sampling rate , bit depth , forth automatically determined soundfile header . filename specified , standard output input used . aplay utility	arecord
227	OSSP uuid ISO-C:1999 application programming interface ( API ) corresponding command line interface ( CLI ) generation DCE 1.1 , ISO/IEC 11578:1996 IETF RFC-4122 compliant Universally Unique Identifier ( UUID ) . supports DCE 1.1 variant UUIDs version 1 ( time node based ) , version 3 ( name based , MD5 ) , version 4 ( random number based	uuid
228	container technology actively pushed mainstream Linux kernel . provides resource management control groups resource isolation via namespaces . lxc , aims use new functionalities provide userspace container object provides full resource isolation resource control applications full system . lxc small enough easily manage container simple command	lxc
229	jpegtran performs various useful transformations JPEG files . translate coded representation one variant JPEG another , example baseline JPEG progressive JPEG vice versa . also perform rearrangements image data , example turning image landscape portrait format rotation . EXIF files JPEG files containing Exif data , may prefer use exiftran instead . jpegtran works rearranging compressed data ( DCT coefficients	jpegtran
230	asciiart command line tool turn images ASCII art . also used library Ruby programs .	asciiart
231	manual page documents briefly unshadow command , part john package . manual page written Debian GNU/Linux distribution original program manual page . john , better known John Ripper , tool find weak passwords users server . unshadow tool combines passwd shadow files John use . might need since used shadow file , GECOS information would n't used `` single crack	unshadow
232	chkconfig provides simple command-line tool maintaining /etc/rc [ 0-6 ] .d directory hierarchy relieving system administrators task directly manipulating numerous symbolic links directories . implementation chkconfig inspired chkconfig command present IRIX operating system . Rather maintaining configuration information outside /etc/rc [ 0-6 ] .d hierarchy , however , version directly manages symlinks /etc/rc [ 0-6 ] .d . leaves configuration	chkconfig
233	program used enter system sleep state automatically wake specified time . uses cross-platform Linux interfaces enter system sleep state , leave later specified time . uses RTC framework driver supports standard driver model wakeup flags . normally used like old apmsleep utility , wake suspend state like ACPI S1 ( standby ) S3 ( suspend-to-RAM ) . platforms implement without	rtcwake
234	Use , , W arrow keys move left , move right , turn drop falling piece . Try put blobs color together . ( n't need form rows columns . shape . ) enough blobs color connected , explode . ( `` enough '' means depends level . ) Try make explosions next grass ( whatever level instead grass )	cuyo
235	Flatpak tool managing applications runtimes use . Flatpak model , applications built distributed independently host system used , isolated host system ( 'sandboxed ' ) degree , runtime . Flatpak operate system-wide per-user mode . system-wide data ( runtimes , applications configuration ) located $ prefix/var/lib/flatpak/ , per-user data $ HOME/.local/share/flatpak/ . locations , local repository repo/ subdirectory installed runtimes	flatpak
236	pacstrap designed create new system installation scratch . specified packages installed given directory setting basic mountpoints . default , host system ’ pacman signing keys mirrorlist used seed chroot . packages specified installed , base metapackage installed .	pacstrap
237	Timeshift v23.07.1 Tony George ( teejeetech @ gmail.com ) Syntax : timeshift -- check timeshift -- create [ OPTIONS ] timeshift -- restore [ OPTIONS ] timeshift -- delete- [ ] [ OPTIONS ] timeshift -- list- { snapshots|devices } [ OPTIONS ]	timeshift
238	modinfo extracts information Linux Kernel modules given command line . module name filename , /lib/modules/version directory searched , also done modprobe ( 8 ) loading kernel modules . modinfo default lists attribute module form fieldname : value , easy reading . filename listed way ( although 's really attribute ) . version modinfo understand modules Linux Kernel architecture .	modinfo
239	pwdx - report current working directory of a process	pwdx
240	http_load runs multiple http fetches parallel , test throughput web server . However unlike test clients , runs single process , n't bog client machine . configured https fetches well . -checksum flag tells http_load checksums files fetched , make sure came across ok . checksums computed first time URL gets fetched , recomputed compared subsequent fetch . Without -checksum	http_load
241	Without argument , prints connected monitors list names ids . Options exclusive used conjunction extra options . Information : -h Prints help exits . -v Prints version exits . Two monitors : -o Primary monitor . -s Second monitor . -d Duplicates primary monitor . -m Mirrors primary monitor . -e & lt ; side & gt ; Extends primary	mons
242	service runs System V init script predictable environment possible , removing environment variables current working directory set / . SCRIPT parameter specifies System V init script , located /etc/init.d/SCRIPT . supported values COMMAND depend invoked script , service passes COMMAND OPTIONS init script unmodified . scripts support least start stop commands . special case , COMMAND -- full-restart , script	service
243	lvcreate creates new LV VG . standard LVs , requires allocating logical extents VG 's free physical extents . enough free space , VG extended PVs ( vgextend ( 8 ) ) , existing LVs reduced removed ( lvremove ( 8 ) , lvreduce ( 8 ) ) . control PVs new LV use , specify one PVs position args	lvcreate
244	mkisofs effectively pre-mastering program generate ISO-9660/JOLIET/HFS/UDF hybrid filesystem . ISO-9660/JOLIET/UDF filesystems limited maximum size 8 TB . maximum size single file 8 TB ( single files UDF currently limited aprox . 200 GB ) . like files larger 2 GB , need specify -iso-level 3 . HFS hybrid created , maximum file size files HFS hybrid 2 GB case .	mkisofs
245	ul reads named files ( standard input none given ) translates occurrences underscores sequence indicates underlining terminal use , specified environment variable TERM . terminfo database read determine appropriate sequences underlining . terminal incapable underlining capable standout mode , used instead . terminal overstrike , handles underlining automatically , ul degenerates cat ( 1 ) . terminal underline , underlining	ul
246	Thunar fast easy use file manager Xfce Desktop Environment . designed ground lighweight special focus usability . user interface clean intuitive , include confusing useless options .	thunar
247	checkinstall program monitors installation procedure ( make install , install.sh ) , creates standard package distribution ( currently deb , rpm tgz packages supported ) install distribution 's package management system ( dpkg , rpm installpkg ) . Note useful actions , checkinstall must run root .	checkinstall
248	pasuspender tool used tell local PulseAudio sound server temporarily suspend access audio devices , allow applications access directly . pasuspender suspend access audio devices , fork child process , child process terminates , resume access . Make sure include -- pasuspender command line passing subprocess command line ( shown ) . Otherwise pasuspender might end interpreting command line switches options	pasuspender
249	homectl may used create , remove , change inspect user 's home directory . 's primarily command interfacing systemd- homed.service ( 8 ) manages home directories users . Home directories managed systemd-homed.service self-contained , thus include user 's full metadata record home 's data storage , making easy migrate machines . particular , home directory describes matching user record ,	homectl
250	file , getfacl displays file name , owner , group , Access Control List ( ACL ) . directory default ACL , getfacl also displays default ACL . Non-directories default ACLs . getfacl used file system support ACLs , getfacl displays access permissions defined traditional file mode permission bits . output format getfacl follows : 1 : # file :	getfacl
251	screenkey screencast tool display keys inspired Screenflick Mac OS based initially key-mon project . ’ useful create screencasts also powerful teaching tool . screenkey -- help gives options explanations .	screenkey
252	edquota quota editor . One users , groups , projects may specified command line . number given place user/group/project name treated UID/GID/Project ID . user , group , project temporary file created ASCII representation current disk quotas user , group , project editor invoked file . quotas may modified , new quotas added , etc . Setting quota zero indicates	edquota
253	PulseAudio networked low-latency sound server Linux , POSIX Windows systems .	pulseaudio
254	eyeD3 Manipulates ID3 tags mp3 files able read/write convert ID3 v1.0 , v1.1 , v2.3 v2.4 tags . High-level access provided frames , including APIC ( i.e. , images ) frames .	eyeD3
255	utility sets Access Control Lists ( ACLs ) files directories . command line , sequence commands followed sequence files ( turn followed another sequence commands , ... ) . -m -x options expect ACL command line . Multiple ACL entries separated comma characters ( ` , ' ) . -M -X options read ACL file standard input . ACL entry	setfacl
256	Zile lightweight Emacs clone provides subset Emacs 's functionality suitable basic editing . Run Zile , lightweight Emacs clone . Initialization options : -- no-init-file , -q load ~/.zile -- funcall , -f FUNC call Zile Lisp function FUNC arguments -- load , -l FILE load Zile Lisp FILE using load function -- help display help message exit -- version	zile
257	free displays total amount free used physical swap memory system , well buffers caches used kernel . information gathered parsing /proc/meminfo . displayed columns : total Total usable memory ( MemTotal SwapTotal /proc/meminfo ) . includes physical swap memory minus reserved bits kernel binary code . used Used unavailable memory ( calculated total - available ) free Unused memory (	free
258	Service scripts could different places different systems . rc-service locates specified service runs given arguments . -i , -- ifexists given rc-service returns 0 even service exist . -I , -- ifinactive -N , -- ifnotstarted given rc-service returns 0 service exists wrong state . given -l , -- list argument rc-service list available services . -e , -- exists	rc-service
259	rdesktop client Remote Desktop Protocol ( RDP ) , used number Microsoft products . known work Microsoft Windows server versions ranging NT 4 terminal server Windows Server 2012 R2 .	rdesktop
260	manual page documents Terminator , terminal emulator application . Terminator program allows users set flexible arrangements GNOME terminals . aimed normally arrange lots terminals near , n't want use frame based window manager .	terminator
261	dsnrecon simple python script enables gather DNS-oriented information given target .	dnsrecon
262	fsck used check optionally repair one Linux filesystems . filesystem device name ( e.g. , /dev/hdc1 , /dev/sdb2 ) , mount point ( e.g. , / , /usr , /home ) , filesystem label UUID specifier ( e.g. , UUID=8868abf6-88c5-4a83-98b8-bfc24057f7bd LABEL=root ) . Normally , fsck program try handle filesystems different physical disk drives parallel reduce total amount time needed	fsck
263	pmount ( `` policy mount '' ) wrapper around standard mount program permits normal users mount removable devices without matching /etc/fstab entry . pmount also supports encrypted devices use dm-crypt LUKS metadata . LUKS-capable cryptsetup installed , pmount use decrypt device first mount mapped unencrypted device instead . pmount invoked like : pmount device [ label ] mount device directory	pmount
264	e2image program save critical ext2 , ext3 , ext4 file system metadata located device file specified image-file . image file may examined dumpe2fs debugfs , using -i option programs . assist expert recovering catastrophically corrupted file systems . good idea create image files file systems system save partition layout ( generated using fdisk -l command ) regular intervals -- -	e2image
265	manual page documents briefly a2enconf a2disconf commands . a2enconf script enables specified configuration file within apache2 configuration . creating symlinks within /etc/apache2/conf-enabled . Likewise , a2disconf disables specific configuration part removing symlinks . error enable configuration already enabled , disable one already disabled . Note many configuration file may dependency specific modules . Unlike module dependencies , resolved automatically .	a2enconf
266	run tool used run control benchmarks . executes given command ( optional ) arguments , samples resource usage run , kills process ( child processes ) certain time and/or space limit exhausted . Every 100 milliseconds , runlim takes sample program 's resource utilization , logs status information stderr every second . Optionally , status logged file . Multi-threaded programs	runlim
267	lshw small tool extract detailed information hardware configuration machine . report exact memory configuration , firmware version , mainboard configuration , CPU version speed , cache configuration , bus speed , etc . DMI-capable x86 IA-64 systems PowerPC machines ( PowerMac G4 known work ) . currently supports DMI ( x86 IA-64 ) , OpenFirmware device tree ( PowerPC )	lshw
268	utility querying Raspberry Pi GPIO pin-out information . Running pinout output board diagram , GPIO header diagram current Raspberry Pi . also possible manually specify revision Pi , ( remote_gpio ) output information remote Pi .	pinout
269	brctl used set , maintain , inspect ethernet bridge configuration Linux kernel . ethernet bridge device commonly used connect different networks ethernets together , ethernets appear one ethernet participants . ethernets connected corresponds one physical interface bridge . individual ethernets bundled one bigger ( 'logical ' ) ethernet , bigger ethernet corresponds bridge network interface .	brctl
270	apache2ctl front end Apache HyperText Transfer Protocol ( HTTP ) server . designed help administrator control functioning Apache apache2 daemon . NOTE : default Debian configuration requires environment variables APACHE_RUN_USER , APACHE_RUN_GROUP , APACHE_PID_FILE set /etc/apache2/envvars . apache2ctl script returns 0 exit value success , & gt ; 0 error occurs . details , view comments script .	apache2ctl
271	tlp applies power saving settings manually controls battery care features .	tlp
272	apropos whatis utilities query manual page databases generated makewhatis ( 8 ) , evaluating expression file database . default , display names , section numbers , description lines matching manuals . default , apropos searches makewhatis ( 8 ) databases default paths stipulated man ( 1 ) uses case-insensitive extended regular expression matching manual names descriptions ( Nm Nd macro	whatis
273	cmus lightweight ncurses music player . supports various output methods using dynamically-loaded output plugins . cmus configurable keybindings controlled externally using cmus-remote ( 1 ) .	cmus
274	manual page documents briefly kwrite command . manual page written Debian distribution original program manual page . kwrite text editor KDE , light version kate . allows syntax coloration many langages . able expand collapse parts code ( C functions , ... ) .	kwrite
275	Run COMMAND completely-specified CONTEXT , current transitioned security context modified one LEVEL , ROLE , TYPE , USER . none -c , -t , -u , -r , -l , specified , first argument used complete context . additional arguments COMMAND interpreted arguments command . Note carefully-chosen contexts likely successfully run . Run program different SELinux security context . neither	runcon
276	manual page documents briefly a2enmod a2dismod commands . a2enmod script enables specified module within apache2 configuration . creating symlinks within /etc/apache2/mods-enabled . Likewise , a2dismod disables module removing symlinks . error enable module already enabled , disable one already disabled . Note many modules , addition .load file , associated .conf file . Enabling module puts configuration directives .conf file	a2dismod
277	Compare three files line line . Mandatory arguments long options mandatory short options . -A , -- show-all output changes , bracketing conflicts -e , -- ed output ed script incorporating changes OLDFILE YOURFILE MYFILE -E , -- show-overlap like -e , bracket conflicts -3 , -- easy-only like -e , incorporate nonoverlapping changes -x , -- overlap-only like -e	diff3
278	Ark program managing various compressed file formats within KDE . Archives viewed , extracted , created modified Ark . program handle various formats tar , gzip , bzip2 , zip , rar ( appropriate libraries command-line programs installed ) .	ark
279	Usage : feedreader [ OPTION ? ] Help Options : -h , -- help Show help options Application Options : -- version FeedReader version number -- spawn dialog -- verbose Spit debug information -- playMedia=URL start media player URL -- ping=URL test ping function given URL -- addFeed=URL add feed collection -- grabArticle=URL use ContentGrabber grab given URL -- grabImages=PATH	feedreader
280	Characters ASCII set many aliases , depending context . character 's possible names include : • bit pattern ( binary representation ) . • hex , decimal octal representations . • teletype mnemonic caret-notation form ( control chars ) . • backlash-escape form C ( control chars ) . • printed form ( printables ) . • full ISO official	ascii
281	ldconfig creates necessary links cache recent shared libraries found directories specified command line , file /etc/ld.so.conf , trusted directories , /lib /usr/lib . 64-bit architectures x86-64 , /lib /usr/lib trusted directories 32-bit libraries , /lib64 /usr/lib64 used 64-bit libraries . cache used run-time linker , ld.so ld-linux.so . ldconfig checks header filenames libraries encounters determining versions links updated . ldconfig	ldconfig
282	debchange alias dch add new comment line Debian changelog current source tree . command must run within tree . text change given command line , debchange run batch mode simply add text , line breaks necessary , appropriate place debian/changelog ( changelog specified options , described ) . text given command line null string , debchange run batch mode without	debchange
283	MultiSSH GTK+ based ssh client issue commands multiple servers . MultiSSH connect servers specified HOSTS optional PORT .	mssh
284	tune2fs allows system administrator adjust various tunable file system parameters Linux ext2 , ext3 , ext4 file systems . current values options displayed using -l option tune2fs ( 8 ) program , using dumpe2fs ( 8 ) program . device specifier either filename ( i.e. , /dev/sda1 ) , LABEL UUID specifier : `` LABEL=volume-label '' `` UUID=uuid '' .	tune2fs
285	Print metadata one Python package distributions . 'path ' entry one following : - source distribution : case , 'path ' point existing archive file ( .tar.gz , .tar.bz2 , .zip ) generated 'setup.py sdist ' . - binary distribution : case , 'path ' point existing archive file ( .egg ) - `` develop '' checkout : case ,	pkginfo
286	rpcinfo makes RPC call RPC server reports finds . first synopsis , rpcinfo lists registered RPC services rpcbind host . host specified , local host default . -s used , information displayed concise format . second synopsis , rpcinfo lists RPC services registered rpcbind , version 2 . Also note format information different first second synopsis . second synopsis older	rpcinfo
287	gcov test coverage program . Use concert GCC analyze programs help create efficient , faster running code discover untested parts program . use gcov profiling tool help discover optimization efforts best affect code . also use gcov along profiling tool , gprof , assess parts code use greatest amount computing time . Profiling tools help analyze code 's performance .	gcov
288	raw used bind Linux raw character device block device . block device may used : time binding , device driver even accessible ( may loaded demand kernel module later ) . raw used two modes : either sets raw device bindings , queries existing bindings . setting raw device , /dev/raw/raw & lt ; N & gt ; device name	raw
289	findfs search block devices system looking filesystem partition specified tag . currently supported tags : LABEL= & lt ; label & gt ; Specifies filesystem label . UUID= & lt ; uuid & gt ; Specifies filesystem UUID . PARTUUID= & lt ; uuid & gt ; Specifies partition UUID . partition identifier supported example GUID Partition Table ( GPT	findfs
290	schroot allows user run command login shell chroot environment . command specified , login shell started user 's current working directory inside chroot . command program , plus many optional arguments required . argument may separately quoted . directory command login shell run depends upon context . See -- directory option complete description . chroot usage logged system logs .	schroot
291	fdisk dialog-driven program creation manipulation partition tables . understands GPT , MBR , Sun , SGI BSD partition tables . Block devices divided one logical disks called partitions . division recorded partition table , usually found sector 0 disk . ( BSD world one talks ` disk slices ' ` disklabel ' . ) partitioning driven device I/O limits (	fdisk
292	address protocol ( IPv4 IPv6 ) address attached network device . device must least one address use corresponding protocol . possible several different addresses attached one device . addresses discriminated , term alias quite appropriate use document . ip address command displays addresses properties , adds new addresses deletes old ones . ip address add - add new protocol address	ip-address
293	compsize takes list files btrfs filesystem ( recursing directories ) measures used compression types effective compression ratio . Besides compression , compsize shows effect reflinks ( cp -- reflink , snapshots , deduplication ) , certain types btrfs waste . program gives report similar : Processed 90319 files . Type Perc Disk Usage Uncompressed Referenced TOTAL 79 % 1.4G 1.8G	compsize
294	filefrag reports badly fragmented particular file might . makes allowances indirect blocks ext2 ext3 file systems , used files file system . filefrag program initially attempts get extent information using FIEMAP ioctl efficient faster . FIEMAP supported filefrag fall back using FIBMAP .	filefrag
295	lslocks lists information currently held file locks Linux system . Note lslocks also lists OFD ( Open File Description ) locks , locks associated process ( PID -1 ) . OFD locks associated open file description acquired . lock type available since Linux 3.15 , see fcntl ( 2 ) details .	lslocks
296	setxkbmap command maps keyboard use layout determined options specified command line . XKB keymap constructed number components compiled needed . source components found /usr/share/X11/xkb .	setxkbmap
297	gedit general-purpose text editor . first goal gedit easy use , simple interface default . advanced features available enabling plugins .	gedit
298	logsave program execute cmd_prog specified argument ( ) , save copy output logfile . containing directory logfile exist , logsave accumulate output memory written . copy output also written standard output . cmd_prog single hyphen ( '- ' ) , instead executing program , logsave take input standard input save logfile logsave useful saving output initial boot scripts /var partition	logsave
299	Create special file NAME given TYPE . Mandatory arguments long options mandatory short options . -m , -- mode=MODE set file permission bits MODE , a=rw - umask -Z set SELinux security context default type -- context [ =CTX ] like -Z , CTX specified set SELinux SMACK security context CTX -- help display help exit -- version output version	mknod
300	blkid program command-line interface working libblkid ( 3 ) library . determine type content ( e.g. , filesystem swap ) block device holds , also attributes ( tokens , NAME=value pairs ) content metadata ( e.g. , LABEL UUID fields ) . recommended use lsblk ( 8 ) command get information block devices , lsblk -- fs get overview filesystems	blkid
301	page documents Meta Object Compiler Qt GUI application framework . moc reads one C++ class declarations C++ header source file generates one C++ source file containing meta object information classes . C++ source file generated moc must compiled linked implementation class ( # included class 's source file ) . use qmake create Makefiles , build rules included call moc	mocp
302	debootstrap bootstraps basic Debian system SUITE TARGET MIRROR running SCRIPT . MIRROR http : // https : // URL , file : /// URL , ssh : /// URL . SUITE may release code name ( eg , sid , stretch , jessie ) symbolic name ( eg , unstable , testing , stable , oldstable ) Notice file :	debootstrap
303	lscpu gathers CPU architecture information sysfs , /proc/cpuinfo applicable architecture-specific libraries ( e.g . librtas Powerpc ) . command output optimized parsing easy readability humans . information includes , example , number CPUs , threads , cores , sockets , Non-Uniform Memory Access ( NUMA ) nodes . also information CPU caches cache sharing , family , model , bogoMIPS	lscpu
